dw (mm),D (mm),F (mm),dgap1 (mm),dgap2 (mm),fs (Hz),Vpri/mf.ICoil_p1 (Ω),#NAME?,Vpri/mf3.ICoil_5 (惟),#NAME?
15,10,2,0.25,0.75,5.00E+05,0.61143+19.679i,0.28345+9.7133i,0.15582764297252016+4.911262280963355i,0.2834506487680063+9.713308659413126i
15,10,2,0.25,0.75,1.00E+06,1.5211+39.056i,0.73222+19.285i,0.3832073505570412+9.745715390280495i,0.7322224307805367+19.28491413502304i
15,10,2,0.25,1,5.00E+05,0.61049+19.676i,0.28298+9.7116i,0.15557131138384525+4.910452280334616i,0.28297659075857257+9.711637509137908i
15,10,2,0.25,1,1.00E+06,1.5181+39.051i,0.73069+19.282i,0.38242377900058405+9.744431205514106i,0.7307381066463458+19.28219166903541i
15,10,2,0.5,0.25,5.00E+05,0.35019+10.856i,0.15415+5.3140i,0.09044762871600368+2.7036505887168905i,0.1541475592383381+5.314006217849533i
15,10,2,0.5,0.25,1.00E+06,0.69752+21.517i,0.32248+10.539i,0.1771619010615995+5.3575164074018815i,0.3224752091367258+10.539181515475203i
15,10,2,0.5,0.5,5.00E+05,0.35100+10.853i,0.15455+5.3126i,0.09064599371964788+2.702949403990749i,0.15454825840652195+5.312588505125124i
15,10,2,0.5,0.5,1.00E+06,0.69984+21.510i,0.32364+10.536i,0.17774102905978748+5.3558515704056155i,0.3236302638314142+10.535815354645733i
15,10,2,0.5,0.75,5.00E+05,0.35001+10.854i,0.15405+5.3130i,0.09036454320331622+2.7032343188672288i,0.1539632083179463+5.313195112252699i
15,10,2,0.5,0.75,1.00E+06,0.69609+21.513i,0.32173+10.537i,0.1766442480762752+5.356791314734859i,0.321403040004093+10.537796079119971i
15,10,2,0.5,1,5.00E+05,0.35036+10.853i,0.15422+5.3127i,0.09050053391900849+2.702989457583045i,0.1542159549573854+5.3127050786476i
15,10,2,0.5,1,1.00E+06,0.69758+21.512i,0.32246+10.536i,0.1772017769957441+5.356116140974136i,0.3224667870748572+10.53646793436614i
15,10,2,0.75,0.25,5.00E+05,0.26417+7.7244i,0.11212+3.7559i,0.06880253844091475+1.9199279461712864i,0.11211515927058849+3.7559335165243564i
15,10,2,0.75,0.25,1.00E+06,0.47661+15.299i,0.21344+7.4447i,0.12172194547852593+3.8013640022490938i,0.21344478847296558+7.444737826819371i
15,10,2,0.75,0.5,5.00E+05,0.26392+7.7239i,0.11199+3.7557i,0.06873791368905184+1.9197889644755615i,0.11199436847008468+3.755665742318119i
15,10,2,0.75,0.5,1.00E+06,0.47518+15.299i,0.21273+7.4444i,0.12134137896849534+3.8011943780961817i,0.21273397439306688+7.444412253374214i
15,10,2,0.75,0.75,5.00E+05,0.26284+7.7265i,0.11145+3.7570i,0.0684595466175662+1.9204413286820092i,0.11145298128345361+3.7569688732889657i
15,10,2,0.75,0.75,1.00E+06,0.47245+15.305i,0.21137+7.4475i,0.12064184917274678+3.8027730581355694i,0.21136697791419884+7.447543486229715i
15,10,2,0.75,1,5.00E+05,0.26342+7.7267i,0.11174+3.7571i,0.06866236895473543+1.9201158298095355i,0.11182955517382719+3.7563150739544993i
15,10,2,0.75,1,1.00E+06,0.47506+15.305i,0.21266+7.4475i,0.12147225885725599+3.8019119736829703i,0.21294773178958878+7.445845716289689i
15,10,2,1,0.25,5.00E+05,0.21885+6.1242i,0.090208+2.9607i,0.057356984657590995+1.51928117829338i,0.09020750247547832+2.9607440318161578i
15,10,2,1,0.25,1.00E+06,0.37391+12.125i,0.16317+5.8669i,0.09587247619805805+3.006647060529585i,0.16317019926346815+5.866879860274189i
15,10,2,1,0.5,5.00E+05,0.21845+6.1260i,0.090009+2.9616i,0.057253720187187385+1.5197154950622658i,0.09000981126156914+2.9616208547331757i
15,10,2,1,0.5,1.00E+06,0.37323+12.129i,0.16283+5.8688i,0.0956949006026869+3.0076241219906064i,0.1628293785887877+5.868839892396177i
15,10,2,1,0.75,5.00E+05,0.21866+6.1252i,0.090108+2.9612i,0.05729757850170262+1.5195218194954792i,0.09010874914059745+2.9612146585658428i
15,10,2,1,0.75,1.00E+06,0.37357+12.127i,0.16299+5.8678i,0.09575160662614013+3.0071177340589195i,0.162987634163672+5.867780266209895i
15,10,2,1,1,5.00E+05,0.21727+6.1292i,0.089418+2.9632i,0.0569442341141171+1.5204979744388365i,0.08941821467959378+2.9631941519990743i
15,10,2,1,1,1.00E+06,0.36998+12.137i,0.16120+5.8727i,0.09483443526630701+3.0095500600208545i,0.1611949424903816+5.8726746569824435i
15,10,3,0.25,0.25,5.00E+05,0.65694+19.854i,0.30044+9.6982i,0.167864993345117+4.9555223482248i,0.3005302934576289+9.698583270409317i
15,10,3,0.25,0.25,1.00E+06,1.6792+39.394i,0.80279+19.252i,0.4235618906105454+9.83120683916796i,0.803271967804039+19.253008350802588i
15,10,3,0.25,0.5,5.00E+05,0.65918+19.850i,0.30155+9.6964i,0.16843628991224577+4.954371159524149i,0.3015508471633+9.696407997315273i
15,10,3,0.25,0.5,1.00E+06,1.6838+39.385i,0.80501+19.248i,0.42459314312892266+9.828316512268017i,0.8050452319603855+19.24764140068046i
15,10,3,0.25,0.75,5.00E+05,0.65591+19.859i,0.29991+9.7009i,0.16757980361510538+4.956672638934988i,0.2999134198098629+9.700921664952283i
15,10,3,0.25,0.75,1.00E+06,1.6795+39.407i,0.80290+19.259i,0.4234573213800285+9.83394297933488i,0.8029058018760343+19.258618609939408i
15,10,3,0.25,1,5.00E+05,0.65922+19.857i,0.30155+9.6998i,0.1684065996922263+4.95608875719455i,0.301540705939208+9.699758244296351i
15,10,3,0.25,1,1.00E+06,1.6873+39.397i,0.80677+19.254i,0.42541415949625727+9.831589887803505i,0.806774531331328+19.253962910416618i
15,10,3,0.5,0.25,5.00E+05,0.37134+11.025i,0.15942+5.3070i,0.09643184408987608+2.7458760365333554i,0.1594256071362605+5.30701041131277i
15,10,3,0.5,0.25,1.00E+06,0.75635+21.848i,0.34411+10.524i,0.19260024663707342+5.439820393308298i,0.3441068029466075+10.524291616387512i
15,10,3,0.5,0.5,5.00E+05,0.37074+11.027i,0.15914+5.3080i,0.09624740426869159+2.746452414554208i,0.15910509961035788+5.3081327982997655i
15,10,3,0.5,0.5,1.00E+06,0.75585+21.853i,0.34392+10.527i,0.19245382067525202+5.441181587183284i,0.3438792486490477+10.526895115599691i
15,10,3,0.5,0.75,5.00E+05,0.37203+11.026i,0.15977+5.3072i,0.09662715068579024+2.7459664074959154i,0.15977376102594207+5.307225727858608i
15,10,3,0.5,0.75,1.00E+06,0.75875+21.848i,0.34531+10.524i,0.19326792849675153+5.439791090815474i,0.34530798112178124+10.524357202566371i
15,10,3,0.5,1,5.00E+05,0.37068+11.027i,0.15908+5.3081i,0.09627700797715538+2.746437208947985i,0.15908245587405068+5.308147069907121i
15,10,3,0.5,1,1.00E+06,0.75575+21.853i,0.34376+10.527i,0.1924824020266801+5.441071035946919i,0.34376346448856016+10.526862640381598i
15,10,3,0.75,0.25,5.00E+05,0.27776+7.8882i,0.11403+3.7537i,0.07290385381433896+1.960334265138221i,0.11403555524182739+3.753675339387984i
15,10,3,0.75,0.25,1.00E+06,0.50922+15.622i,0.22266+7.4407i,0.13065723863838186+3.8808344928130527i,0.2226592113499742+7.440650789677251i
15,10,3,0.75,0.5,5.00E+05,0.27823+7.8874i,0.11430+3.7533i,0.07302864683303004+1.9601347326903713i,0.11429690314090704+3.7532721872725103i
15,10,3,0.75,0.5,1.00E+06,0.51097+15.620i,0.22358+7.4396i,0.1310784481314844+3.8802977349906813i,0.22357131602852118+7.439560103390883i
15,10,3,0.75,0.75,5.00E+05,0.27839+7.8895i,0.11438+3.7543i,0.07317154094592339+1.9603194411476317i,0.11461895366032417+3.7535951606332345i
15,10,3,0.75,0.75,1.00E+06,0.51184+15.624i,0.22405+7.4415i,0.1315466651101542+3.880477848013233i,0.2245404624761168+7.439789735869795i
15,10,3,0.75,1,5.00E+05,0.27791+7.8879i,0.11414+3.7535i,0.07295004717605556+1.9602638456946495i,0.11413839012823083+3.7535352771733588i
15,10,3,0.75,1,1.00E+06,0.51025+15.621i,0.22324+7.4402i,0.13093033047201477+3.8806252107615142i,0.2232516131398546+7.440229168421021i
15,10,3,1,0.25,5.00E+05,0.22803+6.2843i,0.090315+2.9623i,0.06034521289166592+1.558525393435378i,0.09031485317351576+2.96234514303544i
15,10,3,1,0.25,1.00E+06,0.39424+12.442i,0.16685+5.8714i,0.10171552881474154+3.0843551258945565i,0.16685386344577027+5.8713599812658i
15,10,3,1,0.5,5.00E+05,0.22865+6.2835i,0.090609+2.9620i,0.06048108661853952+1.558343764530815i,0.09060921837549968+2.9619664276391013i
15,10,3,1,0.5,1.00E+06,0.39605+12.440i,0.16773+5.8703i,0.10215070889201307+3.083862078319674i,0.16773287169207887+5.870309382569756i
15,10,3,1,0.75,5.00E+05,0.22823+6.2837i,0.090402+2.9621i,0.060372201589220346+1.5584055448326777i,0.09040130386650926+2.962083328472311i
15,10,3,1,0.75,1.00E+06,0.39499+12.441i,0.16719+5.8708i,0.101847363140087+3.084098571564052i,0.16718527885206924+5.870757160913725i
15,10,3,1,1,5.00E+05,0.22793+6.2852i,0.090265+2.9628i,0.060223401415569235+1.5588890970125833i,0.09014026466160296+2.9630447847131407i
15,10,3,1,1,1.00E+06,0.39425+12.444i,0.16687+5.8724i,0.1015185415588526+3.0852701957346564i,0.16659861673095175+5.8730420087816615i
15,15,1,0.25,0.25,5.00E+05,1.4326+42.593i,0.69927+21.242i,0.3607285016968764+10.637012549738913i,0.6992756259279729+21.242202491785132i
15,15,1,0.25,0.25,1.00E+06,4.4098+84.648i,2.1849+42.221i,1.1045814241640612+21.13793965946931i,2.184765905496951+42.221034577460465i
15,15,1,0.25,0.5,5.00E+05,1.4351+42.599i,0.70056+21.245i,0.3613862245205445+10.638424505319565i,0.700582800301302+21.245071777725087i
15,15,1,0.25,0.5,1.00E+06,4.4144+84.657i,2.1872+42.225i,1.1059208212261242+21.1400379454998i,2.1874381247274775+42.22532709959216i
15,15,1,0.25,0.75,5.00E+05,1.4375+42.597i,0.70174+21.244i,0.3619598955794779+10.637956332567772i,0.7017269217529024+21.244120440495976i
15,15,1,0.25,0.75,1.00E+06,4.4212+84.650i,2.1906+42.222i,1.107510068191994+21.138301074869517i,2.1906090553905093+42.22183002674053i
15,15,1,0.25,1,5.00E+05,1.4366+42.598i,0.70130+21.244i,0.3617563482548053+10.638109763297637i,0.7013124266335217+21.244435189360974i
15,15,1,0.25,1,1.00E+06,4.4180+84.652i,2.1890+42.223i,1.1066473650547064+21.138864853589354i,2.188869000061117+42.22298069336201i
15,15,1,0.5,0.25,5.00E+05,0.64815+23.049i,0.30787+11.476i,0.16440791504827143+5.749714704975698i,0.3077149090224537+11.475815610437362i
15,15,1,0.5,0.25,1.00E+06,1.6227+45.804i,0.79250+22.809i,0.4075623882533157+11.42454969688101i,0.792172006629919+22.809682571025487i
15,15,1,0.5,0.5,5.00E+05,0.64858+23.048i,0.30808+11.475i,0.16459074303491386+5.749154851153319i,0.30809122924233734+11.47467110040889i
15,15,1,0.5,0.5,1.00E+06,1.6241+45.800i,0.79317+22.807i,0.40804500188568127+11.423262896588112i,0.7931510738155685+22.80704504647384i
15,15,1,0.5,0.75,5.00E+05,0.64892+23.048i,0.30826+11.475i,0.16468494179849597+5.749197325810928i,0.3082628179643536+11.474767327556936i
15,15,1,0.5,0.75,1.00E+06,1.6240+45.800i,0.79317+22.807i,0.40806386062819566+11.423112372876943i,0.7931594368160354+22.80678928951548i
15,15,1,0.5,1,5.00E+05,0.64941+23.049i,0.30850+11.476i,0.1648012116747976+5.749561230169235i,0.3084929056645232+11.475511216386561i
15,15,1,0.5,1,1.00E+06,1.6267+45.802i,0.79448+22.808i,0.4087142818915774+11.423822211997066i,0.7944507456145066+22.80823824016125i
15,15,1,0.75,0.25,5.00E+05,0.43786+16.105i,0.20328+8.0059i,0.11174925165443106+4.012731785863574i,0.20327680933669837+8.005873320260015i
15,15,1,0.75,0.25,1.00E+06,0.96689+31.992i,0.46531+15.908i,0.2435227861827836+7.970077995141283i,0.465317377420198+15.908114313585909i
15,15,1,0.75,0.5,5.00E+05,0.43950+16.101i,0.20410+8.0038i,0.11212383326718058+4.011758109489218i,0.20401750189943302+8.003911858303512i
15,15,1,0.75,0.5,1.00E+06,0.97059+31.982i,0.46714+15.903i,0.24434802788156848+7.967667856455566i,0.46694350011825125+15.903276206655102i
15,15,1,0.75,0.75,5.00E+05,0.43867+16.102i,0.20368+8.0045i,0.1119561360516611+4.012060231203313i,0.20368599076838972+8.004507223290712i
15,15,1,0.75,0.75,1.00E+06,0.96898+31.986i,0.46634+15.905i,0.24405226788606055+7.968470010548833i,0.466362058702621+15.904858596295094i
15,15,1,0.75,1,5.00E+05,0.43856+16.102i,0.20363+8.0044i,0.11193550148581163+4.011980073807985i,0.20363891920824387+8.004361981362099i
15,15,1,0.75,1,1.00E+06,0.96848+31.986i,0.46611+15.905i,0.24394405278182446+7.968377591065807i,0.4661296070678591+15.904709466163013i
15,15,1,1,0.25,5.00E+05,0.34085+12.549i,0.15517+6.2295i,0.0873799975232739+3.1233782776798797i,0.15517177330037743+6.229513856802191i
15,15,1,1,0.25,1.00E+06,0.69535+24.922i,0.33004+12.376i,0.175456655253376+6.201731200700377i,0.3300439102130453+12.375684580390324i
15,15,1,1,0.5,5.00E+05,0.34130+12.547i,0.15539+6.2284i,0.08749350583733437+3.1228461984156315i,0.1553905005638021+6.228441389446301i
15,15,1,1,0.5,1.00E+06,0.69652+24.917i,0.33060+12.373i,0.17574647332179516+6.200495739234241i,0.330598334329296+12.373209000422225i
15,15,1,1,0.75,5.00E+05,0.34053+12.549i,0.15501+6.2297i,0.08733177246334173+3.1235231222823354i,0.155070948736525+6.229820089805729i
15,15,1,1,0.75,1.00E+06,0.69400+24.923i,0.32935+12.376i,0.17521649561880578+6.202024430480667i,0.32955617987952734+12.376312841116306i
15,15,1,1,1,5.00E+05,0.34205+12.547i,0.15576+6.2283i,0.08768406592399777+3.122776612171563i,0.15576903665029646+6.22831769363336i
15,15,1,1,1,1.00E+06,0.69794+24.916i,0.33130+12.373i,0.1760854915600697+6.20015123866714i,0.33127773463232846+12.372553419793844i
15,15,2,0.25,0.25,5.00E+05,1.6681+42.680i,0.81165+21.214i,0.4201938191454503+10.658808849118524i,0.8115898472032571+21.214037016511302i
15,15,2,0.25,0.25,1.00E+06,5.3175+84.752i,2.6309+42.133i,1.3320871087994826+21.163881771306038i,2.6309969763563688+42.13272018132706i
15,15,2,0.25,0.5,5.00E+05,1.6733+42.682i,0.81426+21.215i,0.42154308790131+10.659230634715883i,0.8142574497812619+21.214893923236122i
15,15,2,0.25,0.5,1.00E+06,5.3328+84.748i,2.6386+42.131i,1.3359089182964496+21.162799233431564i,2.638539791956955+42.13061478837433i
15,15,2,0.25,0.75,5.00E+05,1.6728+42.680i,0.81403+21.214i,0.4214306313518942+10.65880485138335i,0.8140353352647337+21.2140394168278i
15,15,2,0.25,0.75,1.00E+06,5.3317+84.744i,2.6380+42.129i,1.3356865244916045+21.162015719210356i,2.6380931240067427+42.12904212667961i
15,15,2,0.25,1,5.00E+05,1.6692+42.682i,0.81220+21.215i,0.4204748753054664+10.659729573681318i,0.8121452904405377+21.215888814886725i
15,15,2,0.25,1,1.00E+06,5.3224+84.754i,2.6333+42.134i,1.3332320204845212+21.165460386958717i,2.6332492696805283+42.135896576917915i
15,15,2,0.5,0.25,5.00E+05,0.72448+23.157i,0.34114+11.465i,0.18429377488907456+5.776201361028191i,0.3411450655871083+11.465412768437576i
15,15,2,0.5,0.25,1.00E+06,1.8997+46.002i,0.92387+22.782i,0.4776831655543663+11.472716033530283i,0.9239040189099511+22.782359037040994i
15,15,2,0.5,0.5,5.00E+05,0.72505+23.157i,0.34142+11.465i,0.1844341995909297+5.776210080980219i,0.34142089245426493+11.46541302185176i
15,15,2,0.5,0.5,1.00E+06,1.9014+46.001i,0.92475+22.782i,0.47811973414689546+11.472467956691958i,0.9247552611988226+22.781840852710065i
15,15,2,0.5,0.75,5.00E+05,0.72457+23.156i,0.34118+11.465i,0.18432317753180003+5.775936421361397i,0.3411857688767908+11.464872418241589i
15,15,2,0.5,0.75,1.00E+06,1.9012+45.999i,0.92462+22.781i,0.4780501369224766+11.472142602903316i,0.9245800410564206+22.78121335031404i
15,15,2,0.5,1,5.00E+05,0.72394+23.159i,0.34085+11.466i,0.18417359535623462+5.776669885525756i,0.34088466307473547+11.466347207323329i
15,15,2,0.5,1,1.00E+06,1.8997+46.006i,0.92384+22.785i,0.47769186368228406+11.47392340080638i,0.9238620466686646+22.784793867962367i
15,15,2,0.75,0.25,5.00E+05,0.47971+16.209i,0.21972+7.9991i,0.1229219756411281+4.038393167950203i,0.21964607071051118+7.999433026790178i
15,15,2,0.75,0.25,1.00E+06,1.1092+32.191i,0.52999+15.892i,0.2798132406403381+8.018633444459722i,0.5298632012069279+15.89254769465311i
15,15,2,0.75,0.5,5.00E+05,0.48053+16.209i,0.22014+7.9988i,0.1231706265835728+4.038084383056768i,0.22014250991293258+7.998815334050219i
15,15,2,0.75,0.5,1.00E+06,1.1117+32.189i,0.53123+15.891i,0.2805208824360736+8.017707632801871i,0.5312795844955591+15.890697875390018i
15,15,2,0.75,0.75,5.00E+05,0.47850+16.215i,0.21912+8.0016i,0.12264336485029005+4.039468632389973i,0.2191130281829198+8.00159539103825i
15,15,2,0.75,0.75,1.00E+06,1.1070+32.203i,0.52888+15.898i,0.27929993618572013+8.021150190323725i,0.5288988421186569+15.897575038250041i
15,15,2,0.75,1,5.00E+05,0.47917+16.212i,0.21945+8.0003i,0.1228256508388682+4.038812174955836i,0.21944757430226491+8.000294515535392i
15,15,2,0.75,1,1.00E+06,1.1081+32.197i,0.52946+15.895i,0.2796341033382217+8.01964731667316i,0.529488567023525+15.894625694059885i
15,15,2,1,0.25,5.00E+05,0.36845+12.652i,0.16483+6.2250i,0.09501634614222822+3.148069997880947i,0.16482379622080814+6.225031923254036i
15,15,2,1,0.25,1.00E+06,0.78407+25.120i,0.36844+12.366i,0.19842125066044983+6.2492493675071845i,0.3684270379989195+12.365607447224063i
15,15,2,1,0.5,5.00E+05,0.36781+12.654i,0.16452+6.2262i,0.09487890541073232+3.148839030331553i,0.1645674734020718+6.226579459127462i
15,15,2,1,0.5,1.00E+06,0.78220+25.126i,0.36752+12.368i,0.19802923322120547+6.25093822049901i,0.36768482094270766+12.368982611699192i
15,15,2,1,0.75,5.00E+05,0.36819+12.654i,0.16470+6.2261i,0.09493751372267595+3.148586151395249i,0.1646967984637692+6.226065833572295i
15,15,2,1,0.75,1.00E+06,0.78300+25.125i,0.36791+12.368i,0.1981237963217959+6.250370798186178i,0.36791235886856083+12.367814754184083i
15,15,2,1,1,5.00E+05,0.36851+12.652i,0.16487+6.2254i,0.09501836100920848+3.1482869174105463i,0.164864087064375+6.225444760702213i
15,15,2,1,1,1.00E+06,0.78398+25.122i,0.36840+12.366i,0.19837245541165688+6.2496890725119085i,0.3684073385733657+12.36640090390861i
15,15,3,0.25,0.25,5.00E+05,1.8815+42.822i,0.91264+21.182i,0.4742014182780421+10.694738320067758i,0.9126693494116873+21.18237300874141i
15,15,3,0.25,0.25,1.00E+06,6.1392+84.961i,3.0334+42.035i,1.5378716488842261+21.21671755344556i,3.033209179642349+42.03493456230294i
15,15,3,0.25,0.5,5.00E+05,1.8756+42.840i,0.90969+21.191i,0.47273858508203337+10.699093655117627i,0.9096741912211804+21.19114838512601i
15,15,3,0.25,0.5,1.00E+06,6.1283+85.003i,3.0279+42.056i,1.5352798058935948+21.227265164832954i,3.027846267969388+42.056262736843706i
15,15,3,0.25,0.75,5.00E+05,1.8783+42.840i,0.91096+21.191i,0.47316739001497093+10.699015226962864i,0.9105762177877464+21.190964356059684i
15,15,3,0.25,0.75,1.00E+06,6.1365+85.000i,3.0319+42.055i,1.5368318042178362+21.226569864069454i,3.0310488673140568+42.054761269065615i
15,15,3,0.25,1,5.00E+05,1.8784+42.840i,0.91102+21.191i,0.47337516444502314+10.699240402614434i,0.9109685468870425+21.191414916902378i
15,15,3,0.25,1,1.00E+06,6.1367+85.001i,3.0319+42.055i,1.5373571968184436+21.226712687524156i,3.0320324078727854+42.05507196828016i
15,15,3,0.5,0.25,5.00E+05,0.79173+23.324i,0.36951+11.457i,0.20179206141289052+5.817688862424163i,0.369512115246516+11.456607759609708i
15,15,3,0.5,0.25,1.00E+06,2.1452+46.320i,1.0390+22.760i,0.5397277886847364+11.55187634246333i,1.0389839694469643+22.760484107009646i
15,15,3,0.5,0.5,5.00E+05,0.79310+23.322i,0.37019+11.455i,0.20212634395693976+5.817095964140037i,0.3701910246414303+11.455432637446354i
15,15,3,0.5,0.5,1.00E+06,2.1487+46.314i,1.0407+22.758i,0.5405926456524262+11.55039321005979i,1.040746893826296+22.75751024889314i
15,15,3,0.5,0.75,5.00E+05,0.79261+23.322i,0.36995+11.456i,0.20206507161026008+5.817202387350638i,0.369960815239657+11.455717435745552i
15,15,3,0.5,0.75,1.00E+06,2.1474+46.316i,1.0401+22.758i,0.5404016526179102+11.550656872039585i,1.0400943969996979+22.75832222613774i
15,15,3,0.5,1,5.00E+05,0.79302+23.322i,0.37012+11.456i,0.20221870450761797+5.817230785478762i,0.37031951924266887+11.45573120519221i
15,15,3,0.5,1,1.00E+06,2.1481+46.316i,1.0403+22.758i,0.5408623051067637+11.550561092075402i,1.0411481529729654+22.757974076783924i
15,15,3,0.75,0.25,5.00E+05,0.51564+16.372i,0.23285+7.9961i,0.13262282782851292+4.078416134225311i,0.23285215020891495+7.996080791998502i
15,15,3,0.75,0.25,1.00E+06,1.2314+32.510i,0.58408+15.885i,0.3111149054576843+8.096943041193601i,0.5840862440091071+15.885400525908322i
15,15,3,0.75,0.5,5.00E+05,0.51605+16.370i,0.23305+7.9951i,0.13272675499125158+4.077906613040677i,0.23303743420096013+7.995086950284703i
15,15,3,0.75,0.5,1.00E+06,1.2319+32.506i,0.58432+15.883i,0.31125256234836335+8.095770838246015i,0.5843356936266612+15.88313586784257i
15,15,3,0.75,0.75,5.00E+05,0.51719+16.368i,0.23364+7.9939i,0.1329972710307692+4.077367222402558i,0.23362659195880542+7.993961751481271i
15,15,3,0.75,0.75,1.00E+06,1.2348+32.500i,0.58581+15.880i,0.31195236572734564+8.094399616076242i,0.5858152332715172+15.880228341911602i
15,15,3,0.75,1,5.00E+05,0.51505+16.375i,0.23255+7.9973i,0.13249482083114109+4.078998805677652i,0.23254845960805845+7.997308326262581i
15,15,3,0.75,1,1.00E+06,1.2303+32.516i,0.58353+15.888i,0.3108855475159363+8.098174917120796i,0.5835228085251682+15.888057334269062i
15,15,3,1,0.25,5.00E+05,0.39331+12.806i,0.17279+6.2234i,0.10183872517958031+3.1857946065014735i,0.17262619586923655+6.223306748811303i
15,15,3,1,0.25,1.00E+06,0.86237+25.423i,0.40116+12.362i,0.21848636453154754+6.32336846241517i,0.4006710045007498+12.3623151836671i
15,15,3,1,0.5,5.00E+05,0.39473+12.801i,0.17350+6.2209i,0.10226130404195842+3.1846255910357475i,0.17349838948019522+6.220940972698225i
15,15,3,1,0.5,1.00E+06,0.86478+25.411i,0.40234+12.357i,0.2192947139215954+6.320523865081368i,0.40234527295719347+12.35652712125952i
15,15,3,1,0.75,5.00E+05,0.39430+12.801i,0.17328+6.2212i,0.10214778682128749+3.1847685020255754i,0.17327993919103438+6.221219973940234i
15,15,3,1,0.75,1.00E+06,0.86391+25.413i,0.40189+12.357i,0.21907405285402662+6.320966596894759i,0.4019096345347339+12.357393846795887i
15,15,3,1,1,5.00E+05,0.39298+12.806i,0.17264+6.2234i,0.10180342306428172+3.185873720013585i,0.17263916305319527+6.223428934940968i
15,15,3,1,1,1.00E+06,0.86096+25.423i,0.40046+12.363i,0.21829012693704078+6.323589970967122i,0.4004510686185885+12.362575825199444i
