,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,ratio igse,ratio se,error for iGSE,error for SE,loss error percent by iGSE
992,130000,0.043,0.4,23.62660744,1.37072125,21.8419492,0.92446405,15.93463967,-0.081707829,0.937243639,0.92446405
2504,340000,0.0219,0.9,23.79586876,0.967106407,49.8919609,2.09666482,51.58890536,0.523052044,0.980615987,2.096664821
1548,360000,0.0243,0.4,23.79892042,1.380718159,22.5707,0.948391759,16.34707261,-0.054416585,0.938826968,0.948391759
2305,230000,0.0273,0.9,23.81602457,0.967925575,36.7568203,1.543365065,37.97484151,0.352065158,0.973666776,1.543365065
204,130000,0.0377,0.1,23.91146625,0.971804494,27.9971797,1.170868378,28.8094775,0.145933037,0.9652892,1.170868378
2132,150000,0.0348,0.9,23.94461602,0.97315176,28.3088,1.182261598,29.08981021,0.15416351,0.965623701,1.182261598
951,110000,0.0475,0.4,23.96696732,1.390467568,23.7418398,0.990606758,17.0747167,-0.009482311,0.941433875,0.990606758
1756,450000,0.0215,0.4,23.99994771,1.392380959,25.67875,1.069950248,18.44233062,0.065377103,0.945776918,1.069950248
1156,200000,0.034,0.4,24.10783861,1.398640357,19.5601797,0.811361815,13.98513893,-0.232495764,0.928495526,0.811361815
777,450000,0.0188,0.1,24.12120877,0.980328803,67.8644375,2.813475815,69.22619971,0.644567764,0.985554602,2.813475815
1254,240000,0.0307,0.4,24.14302543,1.400681756,20.0184102,0.82915914,14.29190472,-0.206041099,0.93003032,0.82915914
54,70000,0.0537,0.1,24.23908243,0.985119398,29.0821191,1.199802805,29.52141554,0.166529704,0.966126286,1.199802805
817,480000,0.0182,0.1,24.36862833,0.990384374,75.9988828,3.118718123,76.73675473,0.67935544,0.986968435,3.118718123
274,160000,0.0338,0.1,24.39849347,0.991598146,31.2315391,1.280060145,31.49616528,0.218786708,0.968250103,1.280060145
1401,300000,0.0272,0.4,24.43482405,1.417610744,21.3952793,0.875606031,15.09249234,-0.14206614,0.933741891,0.875606031
2488,330000,0.0226,0.9,24.72536061,1.004882608,48.5152188,1.962164256,48.27948898,0.49035867,0.97928727,1.962164256
1572,370000,0.0243,0.4,24.77851603,1.437550378,23.678,0.955585878,16.47107494,-0.04647842,0.939287508,0.955585878
1778,460000,0.0215,0.4,24.78922289,1.438171547,26.9611,1.087613763,18.74679002,0.080555953,0.946657534,1.087613763
2324,240000,0.0271,0.9,24.87315471,1.010889223,40.1412383,1.613837841,39.70883989,0.380359058,0.974816691,1.613837841
913,90000,0.054,0.4,24.94306266,1.447096715,26.6015391,1.066490489,18.38269607,0.062345131,0.945601015,1.066490489
2537,360000,0.0216,0.9,24.96800491,1.014744103,55.8976797,2.238772377,55.08549351,0.553326631,0.9818464,2.238772377
1279,250000,0.0304,0.4,24.98853706,1.449734958,20.9460391,0.838225905,14.44818516,-0.192995818,0.930787155,0.838225905
582,320000,0.0231,0.1,25.02171759,1.016927082,52.8612305,2.112613985,51.98133813,0.526652759,0.980762327,2.112613984
361,200000,0.0301,0.1,25.02552816,1.01708195,35.2762305,1.40960983,34.68376417,0.290583835,0.971168066,1.40960983
382,210000,0.0293,0.1,25.06046291,1.018501761,38.0406406,1.517954426,37.3496071,0.341218694,0.973225957,1.517954426
677,380000,0.021,0.1,25.11674042,1.020788979,61.0297891,2.429845118,59.78688089,0.588451135,0.983273923,2.429845119
2730,490000,0.0182,0.9,25.1196974,1.020909156,66.2114297,2.635837074,64.85535888,0.62061388,0.984581074,2.635837074
1426,310000,0.027,0.4,25.15321548,1.459288941,22.2282695,0.883714828,15.23226064,-0.131586761,0.934349863,0.883714828
105,90000,0.0473,0.1,25.18223795,1.023450915,29.4024902,1.167588451,28.72877416,0.143533837,0.965191693,1.167588451
1934,70000,0.0545,0.9,25.19465091,1.0239554,28.6943,1.138904449,28.02299788,0.121963215,0.964315024,1.138904449
1014,140000,0.0423,0.4,25.24328347,1.464514326,22.7929297,0.902930466,15.56347336,-0.107504994,0.935746991,0.902930466
2244,200000,0.0302,0.9,25.24350117,1.025940761,35.8414492,1.419828769,34.93520344,0.295689719,0.971375578,1.419828769
155,110000,0.0423,0.1,25.26559591,1.026838731,28.1844805,1.115528033,27.44781595,0.103563541,0.963567229,1.115528033
736,420000,0.0199,0.1,25.28470089,1.027615191,69.8795312,2.763708042,68.00165258,0.638167279,0.985294475,2.763708042
2223,190000,0.0312,0.9,25.48860955,1.035902401,34.1571211,1.340093544,32.97330045,0.253783436,0.969672432,1.340093544
2645,430000,0.0197,0.9,25.49365933,1.036107634,65.0305508,2.550851957,62.76428111,0.607974113,0.984067371,2.550851957
1596,380000,0.0242,0.4,25.49432042,1.479078486,24.9704102,0.979449924,16.88241053,-0.020981242,0.940766753,0.979449924
1800,470000,0.0215,0.4,25.58664238,1.484434636,28.4094492,1.110323456,19.13822846,0.099361547,0.94774856,1.110323456
2084,130000,0.0387,0.9,25.60556362,1.040655623,28.3761602,1.108202913,27.26757976,0.097638178,0.963326411,1.108202913
30,60000,0.0599,0.1,25.70580801,1.044729733,31.5097,1.225781348,30.16062337,0.184193819,0.966844187,1.225781348
2616,410000,0.0203,0.9,25.70687942,1.044773277,60.5151,2.354043017,57.9217533,0.575198927,0.982735329,2.354043018
707,400000,0.0206,0.1,25.75849096,1.046870862,66.9550781,2.599340086,63.95734233,0.61528697,0.984364579,2.599340086
565,310000,0.0238,0.1,25.8176989,1.049277178,51.0980391,1.979186422,48.69832316,0.494741885,0.979465412,1.979186422
1181,210000,0.034,0.4,25.90318466,1.502799153,21.0020801,0.810791429,13.97530738,-0.233362816,0.928445223,0.810791429
459,250000,0.0269,0.1,25.90715023,1.052912639,42.1767891,1.627998013,40.05725408,0.385748636,0.975035733,1.627998013
2343,250000,0.0269,0.9,25.90715023,1.052912639,42.1873711,1.628406472,40.06730429,0.385902711,0.975041995,1.628406472
1083,170000,0.0384,0.4,26.08805767,1.513524746,21.8868906,0.83896206,14.46087397,-0.191949014,0.930847886,0.83896206
1450,320000,0.0269,0.4,26.10231799,1.514352072,23.4216504,0.89730155,15.46644987,-0.114452549,0.935343921,0.89730155
2521,350000,0.0224,0.9,26.3432616,1.07063698,53.4268906,2.028104622,49.9019664,0.50692879,0.97996071,2.028104621
1910,60000,0.0605,0.9,26.38451559,1.072313616,28.8067891,1.091806632,26.86414559,0.084086897,0.962775663,1.091806632
1822,480000,0.0215,0.4,26.39211423,1.531164891,29.6112109,1.121971913,19.33900854,0.108712091,0.948291041,1.121971913
615,340000,0.0228,0.1,26.43836429,1.074502122,59.0255781,2.232572993,54.93295629,0.552086313,0.981795992,2.232572993
1985,90000,0.0482,0.9,26.45440448,1.075154024,29.4690605,1.113956677,27.4091524,0.10229902,0.963515836,1.113956677
297,170000,0.0337,0.1,26.47036197,1.075802565,34.1270391,1.28925472,31.72239983,0.224358085,0.968476534,1.28925472
1303,260000,0.0304,0.4,26.47386278,1.535907615,22.3329805,0.843586019,14.54057541,-0.185415569,0.931226931,0.843586019
1620,390000,0.0242,0.4,26.48813269,1.536735498,25.6961504,0.970100486,16.72125778,-0.030821048,0.940195886,0.970100486
2156,160000,0.0349,0.9,26.52956681,1.078208755,32.4791699,1.224263107,30.12326671,0.183182117,0.966803069,1.224263108
830,490000,0.0186,0.1,26.58895326,1.080622326,81.7588125,3.074916553,75.65900734,0.674787923,0.986782803,3.074916553
402,220000,0.0292,0.1,26.59808004,1.080993255,41.5864492,1.563513199,38.47059083,0.360414737,0.974006118,1.563513198
228,140000,0.0377,0.1,26.6678804,1.083830065,32.2532598,1.209442195,29.75859486,0.173172555,0.966396263,1.209442195
2689,460000,0.0193,0.9,26.68442518,1.084502474,73.8413594,2.767208171,68.08777404,0.638624947,0.985313075,2.767208171
8,50000,0.0674,0.1,26.75591134,1.087407799,31.4040898,1.17372529,28.87977245,0.148011883,0.965373688,1.17372529
1888,50000,0.0674,0.9,26.75591134,1.087407799,29.5128,1.103038488,27.14050794,0.093413321,0.963154706,1.103038489
2436,300000,0.0246,0.9,26.82223801,1.090103433,50.8598281,1.896181373,46.65596544,0.472624289,0.978566514,1.896181373
319,180000,0.0328,0.1,26.82665953,1.090283131,36.1831484,1.348775771,33.18692858,0.258586919,0.969867654,1.348775771
2035,110000,0.0433,0.9,26.85729626,1.091528263,29.7950508,1.109383853,27.29663703,0.098598742,0.963365451,1.109383853
2418,290000,0.0251,0.9,26.8947981,1.093052404,47.2201797,1.755736538,43.20028896,0.430438464,0.976852007,1.755736538
896,80000,0.0594,0.4,26.90744666,1.561062417,29.6845703,1.103210226,19.01562037,0.09355445,0.947411655,1.103210226
478,260000,0.0267,0.1,26.91670125,1.093942587,44.9840195,1.671230775,41.12100583,0.401638592,0.975681529,1.671230776
750,430000,0.0202,0.1,27.22034105,1.106283048,74.6849688,2.743719069,67.50981942,0.635531199,0.98518734,2.743719069
972,120000,0.0475,0.4,27.24240236,1.580495207,25.8740391,0.94977083,16.37084313,-0.052885568,0.938915791,0.94977083
496,270000,0.0263,0.1,27.35338671,1.11169026,47.8510117,1.749363331,43.04347481,0.428363461,0.976767675,1.749363331
2660,440000,0.02,0.9,27.43425912,1.114977059,71.2353594,2.596584041,63.88952923,0.614878631,0.984347983,2.596584041
514,280000,0.0258,0.1,27.44524899,1.115423707,51.5848711,1.879555588,46.24688428,0.467959338,0.978376922,1.879555588
1206,220000,0.0339,0.4,27.5265519,1.596980426,22.7738809,0.827342305,14.26058863,-0.208689552,0.929876667,0.827342305
1844,490000,0.0216,0.4,27.5376505,1.597624323,31.1841602,1.132419057,19.51908202,0.116934677,0.948768083,1.132419057
2554,370000,0.0221,0.9,27.59866865,1.121658954,59.4827812,2.155277197,53.03107597,0.536022558,0.981143132,2.155277196
722,410000,0.0209,0.1,27.74124605,1.127453553,71.3919297,2.57349398,63.32139316,0.611423221,0.984207549,2.573493979
1328,270000,0.0303,0.4,27.74634397,1.609731883,23.7122109,0.85460668,14.73053441,-0.17012893,0.9321138,0.85460668
1643,400000,0.0243,0.4,27.79210451,1.612386727,27.1664902,0.977489495,16.84861934,-0.023028897,0.940647956,0.977489495
2265,210000,0.0305,0.9,27.83358271,1.131206279,40.5075586,1.455348347,35.80917057,0.312879283,0.972074193,1.455348347
1107,180000,0.0382,0.4,27.99350304,1.624071064,23.0008105,0.821648168,14.16244092,-0.21706594,0.929390703,0.821648168
599,330000,0.0237,0.1,27.99689051,1.137843398,56.5627383,2.02032216,49.71047721,0.505029435,0.979883516,2.02032216
647,360000,0.0226,0.1,28.10444114,1.142214447,66.6054,2.369924371,58.31251756,0.578045607,0.982851023,2.369924371
422,230000,0.0291,0.1,28.14335019,1.14379578,44.7803203,1.591151018,39.15062556,0.371524143,0.974457624,1.591151018
792,460000,0.0197,0.1,28.15477089,1.144259938,87.3354219,3.10197594,76.3248096,0.677624837,0.9868981,3.10197594
1666,410000,0.0241,0.4,28.20488586,1.636334649,28.4865293,1.009985626,17.40874296,0.009886899,0.942557599,1.009985626
1865,500000,0.0216,0.4,28.36898875,1.645855242,32.2570391,1.137052836,19.59895274,0.120533392,0.948976866,1.137052836
1475,330000,0.0273,0.4,28.38668555,1.64688194,24.9474199,0.878842296,15.14827462,-0.137860575,0.933985881,0.878842296
2585,390000,0.0217,0.9,28.43188519,1.155522356,66.8346328,2.350692976,57.83932475,0.57459353,0.982710725,2.350692975
1037,150000,0.0426,0.4,28.46314085,1.65131757,24.9467598,0.876458432,15.10718486,-0.140955422,0.933806331,0.876458432
180,120000,0.0422,0.1,28.54132771,1.159970294,31.6806,1.109990408,27.31156148,0.099091314,0.96338547,1.109990408
2108,140000,0.0387,0.9,28.55726625,1.160618065,33.6288906,1.177594883,28.97498463,0.150811527,0.965487471,1.177594883
843,500000,0.0189,0.1,28.56191984,1.160807195,86.9096797,3.042851468,74.87003878,0.671360889,0.986643522,3.042851467
932,100000,0.0536,0.4,28.56742969,1.657367992,28.6551895,1.003072023,17.28957578,0.003062615,0.942161681,1.003072023
2179,170000,0.0349,0.9,29.00625243,1.178865661,36.5665586,1.260644018,31.01842713,0.206754654,0.967761099,1.260644018
2703,470000,0.0197,0.9,29.06045329,1.181068481,78.7316172,2.709235689,66.66134815,0.630892209,0.984998803,2.709235689
80,80000,0.0534,0.1,29.07570674,1.181688408,33.8999219,1.165919102,28.68769946,0.14230756,0.965141855,1.165919102
1500,340000,0.0271,0.4,29.09725754,1.688106484,26.3166191,0.904436408,15.58943073,-0.10566093,0.935853976,0.904436408
2471,320000,0.0245,0.9,29.18323519,1.186058555,55.3465898,1.89652002,46.66429795,0.472718459,0.978570341,1.896520021
2744,500000,0.0191,0.9,29.35895964,1.193200309,87.5706406,2.982756939,73.39139953,0.664739695,0.986374425,2.982756939
1353,280000,0.0304,0.4,29.52565932,1.712960642,25.2325703,0.85459803,14.73038532,-0.170140773,0.932113113,0.85459803
1689,420000,0.0242,0.4,29.54157421,1.71388396,29.8689199,1.011080848,17.42762089,0.010959408,0.942619821,1.011080848
2285,220000,0.0304,0.9,29.55175694,1.201035934,43.4423,1.470041192,36.17069129,0.319746953,0.972353307,1.470041192
1230,230000,0.034,0.4,29.61540227,1.718167169,24.8931797,0.840548424,14.48821753,-0.189699453,0.930978397,0.840548424
441,240000,0.029,0.1,29.69464321,1.206843086,48.0824492,1.619229733,39.84150861,0.382422408,0.974900549,1.619229733
2201,180000,0.0341,0.9,29.69642247,1.206915399,40.6764805,1.369743461,33.70284324,0.269936285,0.970328913,1.369743461
252,150000,0.0378,0.1,29.72408105,1.208039492,35.1291,1.181839733,29.07943013,0.153861583,0.965611431,1.181839733
1525,350000,0.0269,0.4,29.78339854,1.72791364,27.2119609,0.913662048,15.74844962,-0.094496595,0.936501686,0.913662048
631,350000,0.0235,0.1,29.86119549,1.213612067,64.0789805,2.145894679,52.80021701,0.533993905,0.981060684,2.145894679
2454,310000,0.0252,0.9,29.97945655,1.218418406,53.3924805,1.780968925,43.8211375,0.43850789,0.977179963,1.780968925
764,440000,0.0207,0.1,30.01634227,1.219917508,81.5486484,2.716808319,66.84767442,0.631921033,0.985040616,2.71680832
1960,80000,0.0541,0.9,30.08285457,1.222620686,33.8172891,1.124138303,27.65967359,0.110429743,0.963846283,1.124138304
1132,190000,0.0381,0.4,30.10575872,1.746615689,24.3707109,0.809503296,13.95310431,-0.235325422,0.928331361,0.809503296
131,100000,0.0478,0.1,30.22728895,1.228490756,34.8865391,1.154140524,28.39788491,0.133554382,0.96478611,1.154140524
2675,450000,0.0205,0.9,30.24832701,1.22934578,75.8261875,2.506789466,61.68011371,0.601083372,0.983787319,2.506789465
1712,430000,0.0241,0.4,30.25354096,1.755189423,31.2525605,1.033021574,17.80580494,0.031966006,0.94383854,1.033021574
2060,120000,0.0432,0.9,30.34373658,1.233223394,33.8463203,1.115430205,27.44540889,0.103484919,0.963564033,1.115430205
880,70000,0.0671,0.4,30.40245816,1.763829003,34.1473,1.123175627,19.3597565,0.10966729,0.948346458,1.123175627
2570,380000,0.0226,0.9,30.43293392,1.236848533,65.6300781,2.156547846,53.06234058,0.536295936,0.981154243,2.156547846
341,190000,0.0334,0.1,30.45930673,1.237920371,42.9503281,1.410088827,34.69554998,0.290824818,0.97117786,1.410088827
2363,260000,0.028,0.9,30.47943721,1.238738509,48.9845,1.607132693,39.54385824,0.377773843,0.974711623,1.607132693
2011,100000,0.048,0.9,30.55909859,1.24197609,33.6394102,1.10079851,27.08539276,0.091568538,0.963079731,1.10079851
805,470000,0.0201,0.1,30.62867955,1.244803983,92.4597734,3.018731945,74.27657259,0.668735079,0.986536805,3.018731946
993,130000,0.0475,0.4,30.64941403,1.778156395,28.1084609,0.917096192,15.80764267,-0.090398159,0.936739461,0.917096192
549,300000,0.0259,0.1,30.68823284,1.247224335,58.4362891,1.904192053,46.85307002,0.474842888,0.978656681,1.904192053
532,290000,0.0264,0.1,30.69086977,1.247331504,55.3820703,1.804512896,44.40044216,0.44583383,0.977477702,1.804512897
1377,290000,0.0303,0.4,30.82438105,1.788307281,26.5513906,0.861376277,14.84721942,-0.160932831,0.932647321,0.861376277
693,390000,0.0224,0.1,30.89284349,1.255540076,79.3252734,2.567755649,63.18020023,0.610554844,0.984172257,2.567755649
2601,400000,0.0221,0.9,30.95524698,1.258076264,70.8969531,2.290304876,56.35346213,0.563376906,0.982254861,2.290304876
663,370000,0.0231,0.1,30.98431493,1.259257637,72.3577812,2.335303568,57.46066498,0.571790146,0.98259679,2.335303568
2717,480000,0.02,0.9,31.18355007,1.267354908,83.0826172,2.664309131,65.55592019,0.624668178,0.984745848,2.664309132
1735,440000,0.0241,0.4,31.29500196,1.815610824,32.4834492,1.037975624,17.89119605,0.036586239,0.944106588,1.037975625
2382,270000,0.0277,0.9,31.32597969,1.273143501,52.0823906,1.662594151,40.90849976,0.398530303,0.975555202,1.662594151
2631,420000,0.0216,0.9,31.32873828,1.273255615,77.7464297,2.481632966,61.06113241,0.597039524,0.98362297,2.481632966
2400,280000,0.0272,0.9,31.51174427,1.280693303,55.8119297,1.771146948,43.57946557,0.435394109,0.977053413,1.771146948
1255,240000,0.034,0.4,31.5303583,1.829265257,26.1846895,0.830459624,14.31432068,-0.204152461,0.930139891,0.830459624
2306,230000,0.0305,0.9,31.82244806,1.293320858,46.3844609,1.457601905,35.86461984,0.313941621,0.972117368,1.457601904
2505,340000,0.0245,0.9,31.90765581,1.296783852,63.7169102,1.996916056,49.13456479,0.499227823,0.979647729,1.996916056
1549,360000,0.0272,0.4,31.9580187,1.854076403,30.2298,0.94592222,16.30450609,-0.057169373,0.938667262,0.94592222
914,90000,0.0594,0.4,32.00215553,1.856637045,33.0488711,1.032707658,17.8003941,0.03167175,0.943821469,1.032707658
275,160000,0.0375,0.1,32.01283015,1.301058324,39.3408516,1.228908891,30.23757727,0.186270026,0.966928567,1.228908891
2133,150000,0.0389,0.9,32.03921379,1.302130602,37.2860703,1.163763585,28.63466249,0.140718946,0.96507729,1.163763585
1060,160000,0.043,0.4,32.0744635,1.860832064,27.1862891,0.847599184,14.60974885,-0.179802929,0.931552554,0.847599184
55,70000,0.0598,0.1,32.113896,1.30516582,37.28725,1.161093939,28.56897524,0.138743243,0.964996994,1.161093939
205,130000,0.0423,0.1,32.31012499,1.313140915,37.9236797,1.173739802,28.88012952,0.148022416,0.965374117,1.173739802
1757,450000,0.0241,0.4,32.34770065,1.876684191,34.4116289,1.063804481,18.33639835,0.059977639,0.945463663,1.063804481
1402,300000,0.0303,0.4,32.40186017,1.879826309,28.34025,0.874648858,15.07599392,-0.143315961,0.933669382,0.874648858
778,450000,0.0211,0.1,32.61819126,1.325661276,86.3256719,2.646549933,65.11895117,0.622149581,0.984643487,2.646549933
1157,200000,0.0382,0.4,32.69048969,1.896571439,26.2945098,0.804347382,13.86423377,-0.243243929,0.927871961,0.804347382
1573,370000,0.0271,0.4,32.95454916,1.911891113,31.2736191,0.948992473,16.35742689,-0.053749138,0.93886569,0.948992473
952,110000,0.0537,0.4,33.0313305,1.91634566,32.0350195,0.969837394,16.71672296,-0.031100683,0.940179663,0.969837394
2224,190000,0.0345,0.9,33.15245662,1.34737477,44.1906289,1.332951866,32.79757784,0.249785363,0.969509944,1.332951866
2489,330000,0.0253,0.9,33.21196146,1.349793152,62.5650117,1.883809596,46.35155513,0.469160789,0.978425751,1.883809596
1935,70000,0.0606,0.9,33.24938228,1.351314001,35.8993906,1.079700979,26.56628332,0.073817641,0.962358303,1.079700979
818,480000,0.0205,0.1,33.26329339,1.351879373,97.1460469,2.920517994,71.85999642,0.657594988,0.986084052,2.920517994
583,320000,0.0258,0.1,33.40741865,1.35773688,67.6065,2.023697213,49.79352111,0.50585493,0.979917066,2.023697213
1779,460000,0.0241,0.4,33.41150453,1.938401836,35.7058711,1.068669957,18.42026273,0.064257404,0.945711958,1.068669957
2538,360000,0.0242,0.9,33.60854068,1.365910837,72.4372734,2.155323377,53.03221223,0.5360325,0.981143536,2.155323377
362,200000,0.0337,0.1,33.62554543,1.36660194,46.3246484,1.377662364,33.89768962,0.274132744,0.970499464,1.377662364
383,210000,0.0328,0.1,33.66089515,1.368038616,48.9639688,1.454624679,35.79136453,0.312537444,0.9720603,1.454624679
2731,490000,0.0204,0.9,33.85288953,1.375841609,88.2048906,2.605535061,64.10977108,0.616201672,0.984401754,2.605535061
